,title,make,model,variant,price,no specs,mileage,year,fuel,transmission,body type,colour,doors,engine size,CO2,review count,distance,delivery
473,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Style Climate 5dr,"£1,490",9,"85,000",2007,Petrol,Manual,Hatchback,Silver,5,1.2 L,142 g/km,373,9 miles,False
474,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Silver 3dr,"£1,490",9,"95,000",2007,Petrol,Manual,Hatchback,Silver,3,1.2 L,139 g/km,373,9 miles,False
475,Used Ford Ka for Sale | AA Cars,Ford,Ka,1.3 Zetec Climate 3dr,"£1,490",9,"46,000",2008,Petrol,Manual,Hatchback,White,3,1.3 L,154 g/km,86,9 miles,False
476,Used Jaguar X-Type for Sale | AA Cars,Jaguar,X-Type,2.1 Classic 4dr,"£1,490",9,"116,000",2003,Petrol,Automatic,Saloon,Blue,4,2.1 L,236 g/km,126,9 miles,False
477,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 Cooper 3dr,"£1,490",9,"105,000",2002,Petrol,Manual,Hatchback,Yellow,3,1.6 L,163 g/km,,9 miles,False
478,Used Renault Grand Scenic for Sale | AA Cars,Renault,Grand Scenic,1.5 dCi Dynamique S 5dr (7 Seats),"£1,490",9,"104,000",2008,Diesel,Manual,Hatchback,Blue,5,1.5 L,140 g/km,38,9 miles,False
479,Used SEAT Leon for Sale | AA Cars,SEAT,Leon,1.9 TDI Sport 5dr,"£1,490",9,"124,000",2008,Diesel,Manual,Hatchback,Grey,5,1.9 L,135 g/km,45,9 miles,False
480,Used SKODA Octavia for Sale | AA Cars,SKODA,Octavia,2.0 TDI PD Elegance 5dr,"£1,490",9,"113,000",2005,Diesel,Manual,Hatchback,Red,5,2.0 L,149 g/km,169,9 miles,False
481,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.3 VVT-i Colour Collection 3dr,"£1,490",9,"77,000",2005,Petrol,Manual,Hatchback,Silver,3,1.3 L,133 g/km,154,9 miles,False
482,Used Volkswagen Beetle for Sale | AA Cars,Volkswagen,Beetle,2.0 Colour Concept 3dr,"£1,390",9,"84,000",2002,Petrol,Manual,Hatchback,Blue,3,2.0 L,209 g/km,10,9 miles,False
483,Used Toyota Avensis for Sale | AA Cars,Toyota,Avensis,2.0 D-4D Colour Collection 5dr,"£1,390",9,"134,000",2006,Diesel,Manual,Hatchback,Blue,5,2.0 L,146 g/km,110,9 miles,False
484,Used Vauxhall Astra for Sale | AA Cars,Vauxhall,Astra,1.6 i 16v SXi Sport Hatch 3dr,"£1,390",9,"137,000",2007,Petrol,Manual,Hatchback,Silver,3,1.6 L,156 g/km,367,9 miles,False
485,Used Volkswagen Polo for Sale | AA Cars,Volkswagen,Polo,1.2 Twist 5dr,"£1,290",9,"116,000",2005,Petrol,Manual,Hatchback,Black,5,1.2 L,142 g/km,148,9 miles,False
486,Used Fiat Grande Punto for Sale | AA Cars,Fiat,Grande Punto,1.2 Dynamic 5dr,"£1,290",9,"104,000",2008,Petrol,Manual,Hatchback,Grey,5,1.2 L,139 g/km,10,9 miles,False
487,Used Ford Focus C-Max for Sale | AA Cars,Ford,Focus C-Max,2.0 TDCi Zetec 5dr IV,"£1,290",9,"98,000",2005,Diesel,Manual,Mpv,Silver,5,2.0 L,148 g/km,76,9 miles,False
488,Used Ford Fusion for Sale | AA Cars,Ford,Fusion,1.4 2 5dr,"£1,190",9,"83,000",2003,Petrol,Manual,Hatchback,Blue,5,1.4 L,158 g/km,58,9 miles,False
489,Used Ford Ka for Sale | AA Cars,Ford,Ka,1.3 Zetec Climate 3dr,"£1,190",9,"80,000",2007,Petrol,Manual,Hatchback,Blue,3,1.3 L,154 g/km,86,9 miles,False
490,Used Renault Grand Scenic for Sale | AA Cars,Renault,Grand Scenic,1.6 VVT Dynamique 5dr,£990,9,"109,000",2007,Petrol,Manual,Hatchback,Silver,5,1.6 L,189 g/km,38,9 miles,False
491,Used Renault Scenic for Sale | AA Cars,Renault,Scenic,1.6 16v Alize 5dr,£890,8,"131,000",2000,Petrol,Automatic,Mpv,Green,5,,,104,9 miles,False
492,Used Abarth 500 for Sale | AA Cars,Abarth,500,1.4 T-Jet 3dr,"£5,590",9,"64,000",2009,Petrol,Manual,Hatchback,Red,3,1.4 L,155 g/km,3,9 miles,False
493,Used Toyota Previa for Sale | AA Cars,Toyota,Previa,2.4 VVT-i T Spirit 5dr (7 Seats),"£3,490",9,"130,000",2003,Petrol,Automatic,Mpv,Silver,5,2.4 L,259 g/km,5,9 miles,False
494,Used Volkswagen Crafter for Sale | AA Cars,Volkswagen,Crafter,2.0 TDI 140PS Startline High Roof Van,"£24,995",9,"31,104",2019,Diesel,Manual,Van,White,0,2.0 L,205 g/km,,9 miles,False
495,Used Volkswagen Caddy for Sale | AA Cars,Volkswagen,Caddy,2.0 TDI 102PS Kombi Van,"£16,495",9,"43,815",2018,Diesel,Manual,Mpv,Black,0,2.0 L,129 g/km,6,9 miles,False
496,Used MERCEDES-BENZ C CLASS for Sale | AA Cars,MERCEDES-BENZ,C CLASS,C350e Sport Premium Plus 4dr Auto Plug-in Hybrid,"£15,490",9,"60,000",2016,Petrol/plugin elec h,Automatic,Saloon,Black,4,2.0 L,48 g/km,144,10 miles,True
497,Used AUDI A4 for Sale | AA Cars,AUDI,A4,2.0 TDI Ultra Sport 5dr,"£11,990",9,"54,000",2016,Diesel,Manual,Estate,Red,5,2.0 L,104 g/km,99,10 miles,True
498,Used TOYOTA AURIS for Sale | AA Cars,TOYOTA,AURIS,1.8 Hybrid Business Edition 5dr CVT,"£11,490",9,"15,000",2015,Petrol/electric hybr,Manual,Estate,Grey,5,1.8 L,83 g/km,63,10 miles,True
499,Used HONDA JAZZ for Sale | AA Cars,HONDA,JAZZ,1.3 i-VTEC EX 5dr CVT,"£10,990",9,"6,000",2018,Petrol,Manual,Hatchback,Grey,5,1.3 L,114 g/km,216,10 miles,True
500,Used MINI HATCHBACK for Sale | AA Cars,MINI,HATCHBACK,1.5 Cooper 5dr,"£9,990",9,"23,000",2017,Petrol,Manual,Hatchback,Black,5,1.5 L,109 g/km,,10 miles,True
501,Used VOLKSWAGEN GOLF for Sale | AA Cars,VOLKSWAGEN,GOLF,1.0 TSI Match BlueMotion Edition 5dr,"£9,990",9,"45,000",2016,Petrol,Manual,Hatchback,Silver,5,1.0 L,99 g/km,155,10 miles,True
502,Used MERCEDES-BENZ A CLASS for Sale | AA Cars,MERCEDES-BENZ,A CLASS,A200 [2.1] CDI Sport 5dr,"£9,490",9,"67,000",2014,Diesel,Manual,Hatchback,Silver,5,2.1 L,114 g/km,46,10 miles,True
503,Used VOLVO V40 for Sale | AA Cars,VOLVO,V40,T2 [122] R DESIGN Nav Plus 5dr,"£9,490",9,"55,000",2017,Petrol,Manual,Hatchback,Grey,5,2.0 L,127 g/km,46,10 miles,True
504,Used NISSAN QASHQAI for Sale | AA Cars,NISSAN,QASHQAI,1.2 DiG-T Tekna 5dr,"£8,690",9,"60,000",2014,Petrol,Manual,Hatchback,Black,5,1.2 L,129 g/km,98,10 miles,True
505,Used NISSAN QASHQAI for Sale | AA Cars,NISSAN,QASHQAI,1.5 dCi Acenta Premium 5dr,"£8,490",9,"50,000",2014,Diesel,Manual,Hatchback,Red,5,1.5 L,99 g/km,98,10 miles,True
506,Used NISSAN MICRA for Sale | AA Cars,NISSAN,MICRA,0.9 IG-T N-Connecta 5dr,"£7,990",9,"28,000",2017,Petrol,Manual,Hatchback,Black,5,0.9 L,99 g/km,107,10 miles,True
507,Used SKODA OCTAVIA for Sale | AA Cars,SKODA,OCTAVIA,2.0 TDI CR SE L 5dr,"£7,590",9,"82,000",2016,Diesel,Manual,Estate,Silver,5,2.0 L,106 g/km,169,10 miles,True
508,Used VAUXHALL ASTRA for Sale | AA Cars,VAUXHALL,ASTRA,1.6 CDTi 16V ecoFLEX Design 5dr,"£6,790",9,"60,000",2017,Diesel,Manual,Estate,Black,5,1.6 L,89 g/km,367,10 miles,True
509,Used FIAT 500 for Sale | AA Cars,FIAT,500,1.2 S 3dr,"£6,490",9,"44,000",2018,Petrol,Manual,Hatchback,Red,3,1.2 L,110 g/km,43,10 miles,True
510,Used SEAT IBIZA for Sale | AA Cars,SEAT,IBIZA,1.0 SE Technology 5dr,"£6,490",9,"40,000",2016,Petrol,Manual,Hatchback,Red,5,1.0 L,118 g/km,47,10 miles,True
511,Used VAUXHALL CORSA for Sale | AA Cars,VAUXHALL,CORSA,1.4 ecoFLEX Sting 3dr,"£5,990",9,"24,000",2017,Petrol,Manual,Hatchback,Black,3,1.4 L,118 g/km,263,10 miles,True
512,Used KIA CEED for Sale | AA Cars,KIA,CEED,1.6 CRDi 3 EcoDynamics 5dr,"£4,790",9,"92,000",2014,Diesel,Manual,Hatchback,Black,5,1.6 L,100 g/km,59,10 miles,True
513,Used Toyota Supra for Sale | AA Cars,Toyota,Supra,3.0 Pro 3Dr Auto,"£42,974",9,"7,020",2019,Petrol,Semiauto,Coupe,Grey,2,3.0 L,170 g/km,1,11 miles,False
514,Used Toyota Proace for Sale | AA Cars,Toyota,Proace,1.5D 120 Icon Van,"£32,500",9,"3,000",2020,Diesel,Manual,Van,White,0,1.5 L,125 g/km,,11 miles,False
515,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,2.0 VVT-i Hybrid Excel 5dr CVT,"£31,726",9,"1,000",2020,Hybrid,Automatic,Estate,Red,5,2.0 L,120 g/km,68,11 miles,False
516,Used Toyota Rav4 for Sale | AA Cars,Toyota,Rav4,2.5 VVT-i Hybrid Excel 5dr CVT 2WD,"£30,391",9,"4,891",2019,Hybrid,Automatic,Suv,White,5,2.5 L,105 g/km,72,11 miles,False
517,Used Toyota Rav4 for Sale | AA Cars,Toyota,Rav4,2.5 VVT-i Hybrid Excel 5dr CVT,"£29,955",9,"16,789",2019,Hybrid,Automatic,Suv,Blue,5,2.5 L,103 g/km,72,11 miles,False
518,Used Toyota Rav4 for Sale | AA Cars,Toyota,Rav4,2.5 VVT-i Hybrid Design 5dr CVT,"£29,948",9,493,2020,Hybrid,Automatic,Suv,Blue,5,2.5 L,101 g/km,72,11 miles,False
519,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,2.0 VVT-i Hybrid Excel 5dr CVT,"£29,615",9,"1,000",2020,Hybrid,Automatic,Hatchback,Silver,5,2.0 L,120 g/km,68,11 miles,False
520,Used Toyota Hilux for Sale | AA Cars,Toyota,Hilux,Invincible D/Cab Pick Up 2.4 D-4D Auto,"£29,395",9,"31,843",2017,Diesel,Automatic,Pickup,Silver,0,2.4 L,204 g/km,9,11 miles,False
521,Used Toyota Hilux for Sale | AA Cars,Toyota,Hilux,Invincible X D/Cab Pick Up 2.4 D-4D Auto,"£28,895",9,"21,842",2017,Diesel,Automatic,Pickup,Black,0,2.4 L,204 g/km,9,11 miles,False
522,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,2.0 Hybrid Orange Edition 5dr CVT,"£28,391",9,"5,281",2020,Hybrid,Automatic,Suv,Orange,5,2.0 L,92 g/km,1,11 miles,False
523,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,1.8 VVT-i Hybrid Icon Tech 5dr CVT,"£27,490",9,"1,000",2020,Hybrid,Automatic,Estate,Grey,5,1.8 L,103 g/km,68,11 miles,False
524,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,2.0 VVT-i Hybrid Excel 5dr CVT,"£26,276",9,100,2020,Hybrid,Automatic,Hatchback,Red,5,2.0 L,120 g/km,68,11 miles,False
525,Used Toyota Prius for Sale | AA Cars,Toyota,Prius,1.8 VVTi Plug-in Excel 5dr CVT,"£25,995",9,"45,165",2018,Hybrid,Automatic,Hatchback,Red,5,1.8 L,22 g/km,48,11 miles,False
526,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Design 5dr CVT,"£25,822",9,"3,000",2020,Hybrid,Automatic,Suv,Grey,5,1.8 L,110 g/km,1,11 miles,False
527,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,2.0 VVT-i Hybrid Excel 5dr CVT,"£22,981",9,"1,574",2019,Hybrid,Automatic,Hatchback,White,5,2.0 L,89 g/km,68,11 miles,False
528,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,2.0 VVT-i Hybrid GR Sport 5dr CVT,"£22,434",9,"13,500",2020,Hybrid,Automatic,Hatchback,Grey,5,2.0 L,89 g/km,68,11 miles,False
529,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Excel 5dr CVT [Leather],"£22,398",9,"7,371",2019,Hybrid,Automatic,Suv,White,5,1.8 L,86 g/km,1,11 miles,False
530,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Dynamic 5dr CVT,"£21,994",9,"7,460",2019,Hybrid,Automatic,Suv,Blue,5,1.8 L,86 g/km,1,11 miles,False
531,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Design 5dr CVT,"£21,951",9,"2,699",2020,Hybrid,Automatic,Hatchback,Black,5,1.5 L,92 g/km,154,11 miles,False
532,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Excel 5dr CVT [Leather],"£21,781",9,"8,344",2019,Hybrid,Automatic,Suv,White,5,1.8 L,86 g/km,1,11 miles,False
533,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Dynamic 5Dr Cvt,"£21,727",9,"14,561",2019,Hybrid,Automatic,Suv,Other,5,1.8 L,86 g/km,1,11 miles,False
534,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,1.8 VVT-i Hybrid Design 4dr CVT,"£21,724",9,"5,465",2020,Hybrid,Automatic,Saloon,White,4,1.8 L,83 g/km,68,11 miles,False
535,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,1.8 VVT-i Hybrid Excel 5dr CVT,"£21,594",9,"19,211",2019,Hybrid,Automatic,Estate,Silver,5,1.8 L,83 g/km,68,11 miles,False
536,Used Skoda Karoq for Sale | AA Cars,Skoda,Karoq,1.5 TSI SE L 5dr DSG,"£21,342",9,"11,109",2019,Petrol,Automatic,Suv,White,5,1.5 L,128 g/km,,11 miles,False
537,Used Honda HR-V for Sale | AA Cars,Honda,HR-V,1.5 i-VTEC EX CVT 5dr,"£20,689",9,"8,402",2019,Petrol,Automatic,Suv,Black,5,1.5 L,122 g/km,12,11 miles,False
538,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Design 5dr CVT,"£20,315",9,"5,104",2020,Hybrid,Automatic,Hatchback,Silver,5,1.5 L,92 g/km,154,11 miles,False
539,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,1.8 Vvt-I Hybrid Excel 5Dr Cvt,"£19,980",9,"11,542",2019,Hybrid,Automatic,Hatchback,White,5,1.8 L,83 g/km,68,11 miles,False
540,Used Toyota Corolla for Sale | AA Cars,Toyota,Corolla,1.8 VVT-i Hybrid Design 5dr CVT,"£19,625",9,"13,869",2019,Hybrid,Automatic,Hatchback,Black,5,1.8 L,83 g/km,68,11 miles,False
541,Used Lexus IS for Sale | AA Cars,Lexus,IS,300h Luxury 4dr CVT Auto,"£19,358",9,"20,677",2017,Hybrid,Automatic,Saloon,White,4,2.5 L,101 g/km,28,11 miles,False
542,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Dynamic 5dr CVT,"£19,214",9,"23,992",2017,Hybrid,Automatic,Suv,Silver,5,1.8 L,87 g/km,1,11 miles,False
543,Used Abarth 124 Spider for Sale | AA Cars,Abarth,124 Spider,1.4 T MultiAir 2dr,"£18,969",9,"7,750",2018,Petrol,Manual,Convertible,Red,2,1.4 L,148 g/km,,11 miles,False
544,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Dynamic 5dr CVT,"£18,780",9,"14,500",2017,Hybrid,Automatic,Suv,White,5,1.8 L,87 g/km,1,11 miles,False
545,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Vvt-I Y20 5Dr Cvt [Bi-Tone],"£18,374",9,"8,800",2020,Petrol,Automatic,Hatchback,Grey,5,1.5 L,113 g/km,154,11 miles,False
546,Used Fiat 500X for Sale | AA Cars,Fiat,500X,1.0 Sport 5dr,"£17,495",9,292,2020,Petrol,Manual,Hatchback,Sport red,0,1.0 L,125 g/km,43,11 miles,False
547,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Icon 5dr CVT,"£17,395",9,"34,000",2018,Hybrid,Automatic,Suv,Silver,5,1.8 L,86 g/km,1,11 miles,False
548,Used Audi Q3 for Sale | AA Cars,Audi,Q3,2.0 TDI [184] Quattro S Line Plus 5dr S Tronic,"£16,945",9,"56,421",2015,Diesel,Semiauto,Suv,Blue,5,2.0 L,146 g/km,12,11 miles,False
549,Used Mazda CX-3 for Sale | AA Cars,Mazda,CX-3,1.8d Sport Nav + 5dr,"£16,664",9,"6,370",2019,Diesel,Manual,Suv,Blue,5,1.8 L,114 g/km,,11 miles,False
550,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.8 Hybrid Dynamic 5dr CVT,"£16,295",9,"79,630",2017,Hybrid,Automatic,Suv,Grey,5,1.8 L,87 g/km,1,11 miles,False
551,Used Honda HR-V for Sale | AA Cars,Honda,HR-V,1.5 i-VTEC SE Navi CVT 5dr,"£15,995",9,"18,513",2016,Petrol,Automatic,Suv,Silver,5,1.5 L,125 g/km,12,11 miles,False
552,Used Toyota C HR for Sale | AA Cars,Toyota,C HR,1.2T Excel 5dr CVT AWD,"£15,460",9,"30,600",2017,Petrol,Automatic,Suv,Silver,5,1.2 L,144 g/km,1,11 miles,False
553,Used Ford Kuga for Sale | AA Cars,Ford,Kuga,2.0 TDCi 180 Titanium 5dr,"£15,385",9,"22,746",2018,Diesel,Manual,Suv,Black,5,2.0 L,135 g/km,31,11 miles,False
554,Used Toyota Auris for Sale | AA Cars,Toyota,Auris,1.8 Hybrid Icon Tech Tss 5Dr Cvt,"£14,626",9,"11,601",2018,Hybrid,Automatic,Estate,Silver,5,1.8 L,99 g/km,63,11 miles,False
555,Used Toyota Aygo for Sale | AA Cars,Toyota,Aygo,1.0 VVT-i X-Trend TSS 5dr x-shift,"£14,262",9,"3,000",2020,Petrol,Semiauto,Hatchback,Red,5,1.0 L,119 g/km,39,11 miles,False
556,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon 5dr CVT,"£13,966",9,"5,000",2019,Hybrid,Automatic,Hatchback,Silver,5,1.5 L,84 g/km,154,11 miles,False
557,Used Toyota Auris for Sale | AA Cars,Toyota,Auris,1.8 Hybrid Icon Tech Tss 5Dr Cvt,"£13,931",9,"19,853",2018,Hybrid,Automatic,Estate,Red,5,1.8 L,83 g/km,63,11 miles,False
558,Used Toyota Verso for Sale | AA Cars,Toyota,Verso,1.6 V-matic Icon TSS 5dr,"£13,791",9,"12,836",2018,Petrol,Manual,Mpv,Other,5,1.6 L,154 g/km,10,11 miles,False
559,Used Toyota Aygo for Sale | AA Cars,Toyota,Aygo,1.0 Vvt-I X-Trend 5Dr,"£13,245",9,"5,398",2019,Petrol,Manual,Hatchback,Silver,5,1.0 L,93 g/km,39,11 miles,False
560,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Y20 5dr CVT [Bi-tone],"£13,166",9,"10,000",2018,Hybrid,Automatic,Hatchback,Blue,5,1.5 L,89 g/km,154,11 miles,False
561,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Icon Tech 5dr CVT,"£13,051",9,"8,848",2019,Hybrid,Automatic,Hatchback,White,5,1.5 L,84 g/km,154,11 miles,False
562,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Y20 5dr CVT [Bi-tone],"£12,989",9,"8,139",2019,Petrol,Automatic,Hatchback,Other,5,1.5 L,113 g/km,154,11 miles,False
563,Used Toyota Aygo for Sale | AA Cars,Toyota,Aygo,1.0 VVT-i X-Trend TSS 5dr x-shift,"£12,752",9,"1,021",2020,Petrol,Semiauto,Hatchback,White,5,1.0 L,119 g/km,39,11 miles,False
564,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon Tech 5dr CVT,"£12,744",9,"2,983",2019,Petrol,Automatic,Hatchback,Black,5,1.5 L,112 g/km,154,11 miles,False
565,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Icon Tech 5dr CVT,"£12,719",9,"9,657",2019,Hybrid,Automatic,Hatchback,White,5,1.5 L,84 g/km,154,11 miles,False
566,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Icon 5Dr Cvt,"£12,670",9,"14,754",2019,Hybrid,Automatic,Hatchback,Black,5,1.5 L,84 g/km,154,11 miles,False
567,Used Toyota Auris for Sale | AA Cars,Toyota,Auris,1.2T Business Edition TSS 5dr CVT,"£12,623",9,"8,679",2018,Petrol,Automatic,Hatchback,White,5,1.2 L,106 g/km,63,11 miles,False
568,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Excel 5Dr Cvt,"£12,497",9,"15,811",2017,Hybrid,Automatic,Hatchback,Red,5,1.5 L,82 g/km,154,11 miles,False
569,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Icon Tech 5dr CVT,"£12,344",9,"11,013",2018,Hybrid,Automatic,Hatchback,White,5,1.5 L,84 g/km,154,11 miles,False
570,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Icon Tech 5Dr Cvt,"£12,150",9,"31,850",2019,Hybrid,Automatic,Hatchback,Blue,5,1.5 L,84 g/km,154,11 miles,False
571,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Design Tss 5Dr Cvt,"£12,143",9,"9,857",2016,Hybrid,Automatic,Hatchback,Other,5,1.5 L,82 g/km,154,11 miles,False
572,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon 5dr CVT [Nav],"£12,139",9,"6,299",2019,Petrol,Automatic,Hatchback,Blue,0,1.5 L,112 g/km,154,11 miles,False
573,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon Tech 5dr CVT,"£11,776",9,"16,696",2018,Petrol,Automatic,Hatchback,White,5,1.5 L,112 g/km,154,11 miles,False
574,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon 5dr CVT,"£11,527",9,"11,750",2018,Petrol,Automatic,Hatchback,White,5,1.5 L,112 g/km,154,11 miles,False
575,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Icon 5dr CVT,"£11,510",9,"12,004",2017,Hybrid,Automatic,Hatchback,Black,5,1.5 L,75 g/km,154,11 miles,False
576,Used Mazda CX-5 for Sale | AA Cars,Mazda,CX-5,2.2d SE-L Nav 5dr AWD,"£11,488",9,"26,000",2015,Diesel,Manual,Suv,Red,5,2.2 L,136 g/km,7,11 miles,False
577,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon Tech 5dr CVT,"£11,345",9,"11,500",2018,Petrol,Automatic,Hatchback,Red,5,1.5 L,105 g/km,154,11 miles,False
578,Used Toyota Auris for Sale | AA Cars,Toyota,Auris,1.2T Business Edition TSS 5dr CVT,"£11,300",9,"19,800",2017,Petrol,Automatic,Hatchback,White,5,1.2 L,106 g/km,63,11 miles,False
579,Used Toyota Auris for Sale | AA Cars,Toyota,Auris,1.8 Hybrid Business Edition TSS 5dr CVT,"£11,103",9,"44,374",2016,Hybrid,Automatic,Estate,White,5,1.8 L,83 g/km,63,11 miles,False
580,Used Fiat 500 for Sale | AA Cars,Fiat,500,1.0 Mild Hybrid Lounge 3dr,"£11,000",9,10,2020,Petrol,Manual,Hatchback,Crossover black,0,1.0 L,119 g/km,43,11 miles,False
581,Used Fiat 500 for Sale | AA Cars,Fiat,500,1.0 Mild Hybrid Lounge 3dr,"£11,000",9,10,2020,Petrol,Manual,Hatchback,Crossover black,0,1.0 L,119 g/km,43,11 miles,False
582,Used Fiat 500 for Sale | AA Cars,Fiat,500,1.0 Mild Hybrid Lounge 3dr,"£11,000",9,10,2020,Petrol,Manual,Hatchback,Avantgarde bordeaux,0,1.0 L,119 g/km,43,11 miles,False
583,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Vvt-I Icon 5Dr Cvt,"£10,969",9,"17,051",2018,Petrol,Automatic,Hatchback,Red,5,1.5 L,105 g/km,154,11 miles,False
584,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Blue Bi-tone 5dr,"£10,446",9,"14,000",2018,Petrol,Manual,Hatchback,Other,5,1.5 L,112 g/km,154,11 miles,False
585,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Design 5dr CVT,"£10,431",9,"23,549",2016,Hybrid,Automatic,Hatchback,White,5,1.5 L,82 g/km,154,11 miles,False
586,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon Tech 5dr,"£10,300",9,"13,582",2018,Petrol,Manual,Hatchback,White,5,1.5 L,116 g/km,154,11 miles,False
587,Used Fiat Tipo for Sale | AA Cars,Fiat,Tipo,1.4 Easy 5dr,"£10,000",9,10,2020,Petrol,Manual,Hatchback,Ambient white,0,1.4 L,160 g/km,,11 miles,False
588,Used Fiat Tipo for Sale | AA Cars,Fiat,Tipo,1.4 Street 5dr,"£9,995",9,10,2020,Petrol,Manual,Hatchback,Ambient white,0,1.4 L,161 g/km,,11 miles,False
589,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon Tech 5dr,"£9,993",9,"7,950",2018,Petrol,Manual,Hatchback,Blue,5,1.5 L,109 g/km,154,11 miles,False
590,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Hybrid Icon Tech 5dr CVT,"£9,914",9,"50,678",2017,Hybrid,Automatic,Hatchback,Red,5,1.5 L,75 g/km,154,11 miles,False
591,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon Tech 5dr,"£9,729",9,"7,725",2017,Petrol,Manual,Hatchback,Black,5,1.5 L,109 g/km,154,11 miles,False
592,Used Toyota Aygo for Sale | AA Cars,Toyota,Aygo,1.0 VVT-i X-Trend 5dr,"£9,438",9,"4,787",2019,Petrol,Manual,Hatchback,Red,5,1.0 L,93 g/km,39,11 miles,False
593,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 VVT-i Icon Tech 5dr,"£9,393",9,"21,444",2018,Petrol,Manual,Hatchback,Red,5,1.5 L,109 g/km,154,11 miles,False
594,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.5 Vvt-I Icon 5Dr,"£9,390",9,"13,049",2018,Petrol,Manual,Hatchback,Red,5,1.5 L,109 g/km,154,11 miles,False
595,Used Toyota Auris for Sale | AA Cars,Toyota,Auris,1.8 Hybrid Icon 5dr CVT,"£9,300",9,"57,300",2016,Hybrid,Automatic,Hatchback,White,5,1.8 L,82 g/km,63,11 miles,False
596,Used Fiat 500 for Sale | AA Cars,Fiat,500,1.2 Lounge 3dr,"£8,895",9,"10,267",2019,Petrol,Manual,Hatchback,Pasodoble red,0,1.2 L,116 g/km,43,11 miles,False
597,Used Fiat 500 for Sale | AA Cars,Fiat,500,1.2 Lounge 3dr,"£8,795",9,"4,748",2019,Petrol,Manual,Hatchback,Tech house grey,0,1.2 L,114 g/km,43,11 miles,False
